Number of variables: n = 6
GF extension exponent: l = 3
Polynomials' degree: b = 1
Total number of polynomials in file: 9
Bent functions type: PS+
Number of polynomials needed for a single function: t = 5

Function: 6C2E9AE4D23AD4FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_4(X) = X^1 + X + 2 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 6D2F9BE5D33BD501 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_2(X) = X^1 + X 	p_4(X) = X^1 + X + 2 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: EC6EBAF4DA3ED601 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_3(X) = X^1 + X + 1 	p_4(X) = X^1 + X + 2 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 74AC1EC6B26AD8FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_5(X) = X^1 + X + 3 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 75AD1FC7B36BD901 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_2(X) = X^1 + X 	p_5(X) = X^1 + X + 3 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: F4EC3ED6BA6EDA01 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_3(X) = X^1 + X + 1 	p_5(X) = X^1 + X + 3 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 7CAE9EE6F27ADC01 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_4(X) = X^1 + X + 2 	p_5(X) = X^1 + X + 3 	p_6(X) = X^1 + X + 4 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 2739534D958BE1FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_2(X) = X^1 + X 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: A678725C9C8EE2FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_3(X) = X^1 + X + 1 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: A779735D9D8FE301 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_2(X) = X^1 + X 	p_3(X) = X^1 + X + 1 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 2E3AD26CD49AE4FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_4(X) = X^1 + X + 2 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 2F3BD36DD59BE501 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_2(X) = X^1 + X 	p_4(X) = X^1 + X + 2 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: AE7AF27CDC9EE601 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_3(X) = X^1 + X + 1 	p_4(X) = X^1 + X + 2 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 36B8564EB4CAE8FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_5(X) = X^1 + X + 3 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 37B9574FB5CBE901 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_2(X) = X^1 + X 	p_5(X) = X^1 + X + 3 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: B6F8765EBCCEEA01 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_3(X) = X^1 + X + 1 	p_5(X) = X^1 + X + 3 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 3EBAD66EF4DAEC01 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_4(X) = X^1 + X + 2 	p_5(X) = X^1 + X + 3 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 663C5ACC96AAF0FF nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_1(X) = 1 	p_6(X) = X^1 + X + 4 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 673D5BCD97ABF101 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_2(X) = X^1 + X 	p_6(X) = X^1 + X + 4 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: E67C7ADC9EAEF201 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_3(X) = X^1 + X + 1 	p_6(X) = X^1 + X + 4 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 6E3EDAECD6BAF401 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_4(X) = X^1 + X + 2 	p_6(X) = X^1 + X + 4 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
Function: 76BC5ECEB6EAF801 nl: 28 deg: 3 2-Rank: 14 Polynomials list:	p_5(X) = X^1 + X + 3 	p_6(X) = X^1 + X + 4 	p_7(X) = X^1 + X + 5 	p_8(X) = X^1 + X + 6 	p_9(X) = X^1 + X + 7 
