Number of variables: n = 8
GF extension exponent: l = 2
Polynomials' degree: b = 2
Total number of polynomials in file: 11
Bent functions type: PS+
Number of polynomials needed for a single function: t = 9


Function: E1171D1D11EB6CA3E11D1E1B1177CA69B11B1E1711EDA6C54EE1E2E1EE81FFFF nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2  	p_8(X) = 1 	p_9(X) = X^2 2X + 3
Function: E1171E1D11BB6CA5D11D1E1B11E7CA63E11B171711EDA6C92EE1E8E1EE41FFFF nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2  	p_8(X) = 1 	p_9(X) = X^2 3X + 2
Function: 71171E1D11EB6CA9E11D1B1B11E7CA65E11B1E1711DDA6C38EE1E4E1EE21FFFF nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2  	p_8(X) = 1 	p_9(X) = X^2 + X + 1

Function: F1175E1D31EB7CA9E91D1F1B13E7CB65E19B1E5711FDA6D38EE9E4E5EE230001 nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2 + 1 	p_8(X) = X^2 + X + 1 	p_9(X) = X^2
Function: E5171F1D19EB6DA3E15D1E3B11F7CA79F11B3E1791EDB6C54EE5E2E3EE890001 nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2 + 3 	p_8(X) = X^2 2X + 3 	p_9(X) = X^2
Function: E1371E9D11FB6CB5F11D9E1B51E7DA63E31B1F1715EDA7C92EE3E8E9EE450001 nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2 + 2 	p_8(X) = X^2 3X + 2 	p_9(X) = X^2
Function: F1165E1C31EA7CA8E91C1F1A13E6CB64E19A1E5611FCA6D28EE8E4E4EE22FFFF nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2 + 1 	p_8(X) = X^2 + X + 1 	p_9(X) = 1
Function: E5161F1C19EA6DA2E15C1E3A11F6CA78F11A3E1691ECB6C44EE4E2E2EE88FFFF nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2 + 3 	p_8(X) = X^2 2X + 3 	p_9(X) = 1
Function: E1361E9C11FA6CB4F11C9E1A51E6DA62E31A1F1615ECA7C82EE2E8E8EE44FFFF nl: 120 deg: 4 2-Rank: 44 Polynomials list:	p_1(X) = X^2 3X + 3 	p_2(X) = X^2 3X + 1 	p_3(X) = X^2 2X + 2 	p_4(X) = X^2 + X + 3 	p_5(X) = X^2 2X + 1 	p_6(X) = X^2 + X + 2 	p_7(X) = X^2 + 2 	p_8(X) = X^2 3X + 2 	p_9(X) = 1 
